smiles_A,smiles_B,rA,rB,type,value
*c1cc(F)c(*)cc1F,*c1ccc(*)c2sc(-c3ccccc3)nc12,0.5,0.5,alternating,2.884177657
*c1cc(F)c(*)cc1F,*c1ccc(*)c2sc(-c3ccccc3)nc12,0.5,0.5,block,2.798006738
*c1cc(F)c(*)cc1F,*c1ccc(*)c2sc(-c3ccccc3)nc12,0.5,0.5,random,2.847728936
*c1cc(F)c(*)cc1F,*c1cc(*)cc(OC)c1,0.5,0.5,alternating,2.149818719
*c1cc(F)c(*)cc1F,*c1cc(*)cc(OC)c1,0.5,0.5,block,2.375972337
*c1cc(F)c(*)cc1F,*c1cc(*)cc(OC)c1,0.5,0.5,random,2.248500447
*c1cc(F)c(*)cc1F,*c1cnc(CO)c(*)c1,0.5,0.5,alternating,2.376048816
*c1cc(F)c(*)cc1F,*c1cnc(CO)c(*)c1,0.5,0.5,block,2.435473064
*c1cc(F)c(*)cc1F,*c1cnc(CO)c(*)c1,0.5,0.5,random,2.419370321
*c1cc(F)c(*)cc1F,*c1cc(*)cc(C(=O)Cl)c1,0.5,0.5,alternating,3.345974189
*c1cc(F)c(*)cc1F,*c1cc(*)cc(C(=O)Cl)c1,0.5,0.5,block,3.350461909
*c1cc(F)c(*)cc1F,*c1cc(*)cc(C(=O)Cl)c1,0.5,0.5,random,3.345566506
*c1cc(F)c(*)cc1F,*c1nc(*)c(C)s1,0.5,0.5,alternating,2.848405034
*c1cc(F)c(*)cc1F,*c1nc(*)c(C)s1,0.5,0.5,block,2.686289367
*c1cc(F)c(*)cc1F,*c1nc(*)c(C)s1,0.5,0.5,random,2.827651746
*c1cc(F)c(*)cc1F,*c1cc(*)c2ccc3cc(C(C)(C)C)cc4ccc1c2c43,0.5,0.5,alternating,2.861863791
*c1cc(F)c(*)cc1F,*c1cc(*)c2ccc3cc(C(C)(C)C)cc4ccc1c2c43,0.5,0.5,block,2.783359771
*c1cc(F)c(*)cc1F,*c1cc(*)c2ccc3cc(C(C)(C)C)cc4ccc1c2c43,0.5,0.5,random,2.824586679
*c1cc(F)c(*)cc1F,*c1cc(*)c2cn[nH]c2c1,0.5,0.5,alternating,2.397244366
*c1cc(F)c(*)cc1F,*c1cc(*)c2cn[nH]c2c1,0.5,0.5,block,2.450526198
*c1cc(F)c(*)cc1F,*c1cc(*)c2cn[nH]c2c1,0.5,0.5,random,2.413707126
*c1cc(F)c(*)cc1F,*c1ccc(C(=O)c2ccc(*)cc2)cc1,0.5,0.5,alternating,3.130414393
*c1cc(F)c(*)cc1F,*c1ccc(C(=O)c2ccc(*)cc2)cc1,0.5,0.5,block,3.097484961
*c1cc(F)c(*)cc1F,*c1ccc(C(=O)c2ccc(*)cc2)cc1,0.5,0.5,random,3.114411982
*c1cc(F)c(*)cc1F,*c1ccc([N+](=O)[O-])c(*)c1,0.5,0.5,alternating,3.701546602
*c1cc(F)c(*)cc1F,*c1ccc([N+](=O)[O-])c(*)c1,0.5,0.5,block,3.783504247
*c1cc(F)c(*)cc1F,*c1ccc([N+](=O)[O-])c(*)c1,0.5,0.5,random,3.733622991
*c1cc(F)c(*)cc1F,*c1cc(=O)cc(*)[nH]1,0.5,0.5,alternating,2.729466325
*c1cc(F)c(*)cc1F,*c1cc(=O)cc(*)[nH]1,0.5,0.5,block,2.630648394
*c1cc(F)c(*)cc1F,*c1cc(=O)cc(*)[nH]1,0.5,0.5,random,2.653468972
*c1cc(F)c(*)cc1F,*c1cccc(*)c1[N+](=O)[O-],0.5,0.5,alternating,3.542600982
*c1cc(F)c(*)cc1F,*c1cccc(*)c1[N+](=O)[O-],0.5,0.5,block,3.774091961
*c1cc(F)c(*)cc1F,*c1cccc(*)c1[N+](=O)[O-],0.5,0.5,random,3.641762954
*c1cc(F)c(*)cc1F,*c1cccc(*)n1,0.5,0.5,alternating,2.542217559
*c1cc(F)c(*)cc1F,*c1cccc(*)n1,0.5,0.5,block,2.495474608
*c1cc(F)c(*)cc1F,*c1cccc(*)n1,0.5,0.5,random,2.491652202
*c1cc(F)c(*)cc1F,*c1ccc(*)c(N=C=S)c1,0.5,0.5,alternating,2.609945819
*c1cc(F)c(*)cc1F,*c1ccc(*)c(N=C=S)c1,0.5,0.5,block,2.637945624
*c1cc(F)c(*)cc1F,*c1ccc(*)c(N=C=S)c1,0.5,0.5,random,2.61676454
*c1cc(F)c(*)cc1F,*c1[nH]nc2c(*)cncc12,0.5,0.5,alternating,3.055067083
*c1cc(F)c(*)cc1F,*c1[nH]nc2c(*)cncc12,0.5,0.5,block,3.010197427
*c1cc(F)c(*)cc1F,*c1[nH]nc2c(*)cncc12,0.5,0.5,random,3.06805855
*c1cc(F)c(*)cc1F,*c1cc(*)c([N+]([O-])=NC(C)(C)C)c([N+](=O)[O-])c1,0.5,0.5,alternating,3.851626308
*c1cc(F)c(*)cc1F,*c1cc(*)c([N+]([O-])=NC(C)(C)C)c([N+](=O)[O-])c1,0.5,0.5,block,3.977844252
*c1cc(F)c(*)cc1F,*c1cc(*)c([N+]([O-])=NC(C)(C)C)c([N+](=O)[O-])c1,0.5,0.5,random,3.896849354
*c1cc(F)c(*)cc1F,*c1cc2[nH]cnc2c(*)c1N,0.5,0.5,alternating,1.684120617
*c1cc(F)c(*)cc1F,*c1cc2[nH]cnc2c(*)c1N,0.5,0.5,block,2.227078093
*c1cc(F)c(*)cc1F,*c1cc2[nH]cnc2c(*)c1N,0.5,0.5,random,1.916599935
*c1cc(F)c(*)cc1F,*c1ccc(*)c([N+](=O)[O-])c1,0.5,0.5,alternating,3.582487686
*c1cc(F)c(*)cc1F,*c1ccc(*)c([N+](=O)[O-])c1,0.5,0.5,block,3.66386217
*c1cc(F)c(*)cc1F,*c1ccc(*)c([N+](=O)[O-])c1,0.5,0.5,random,3.611698272
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)c(OC(F)(F)F)c1,0.5,0.5,alternating,2.381721514
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)c(OC(F)(F)F)c1,0.5,0.5,block,2.581849649
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)c(OC(F)(F)F)c1,0.5,0.5,random,2.476284804
*c1cc(F)c(*)cc1F,*c1cc(C)c(*)nn1,0.5,0.5,alternating,2.845733139
*c1cc(F)c(*)cc1F,*c1cc(C)c(*)nn1,0.5,0.5,block,3.060562509
*c1cc(F)c(*)cc1F,*c1cc(C)c(*)nn1,0.5,0.5,random,2.955737325
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C(=O)O)n1,0.5,0.5,alternating,3.599333073
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C(=O)O)n1,0.5,0.5,block,3.714212866
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C(=O)O)n1,0.5,0.5,random,3.618117194
*c1cc(F)c(*)cc1F,*c1cc(*)c(Cl)c(C#N)c1N,0.5,0.5,alternating,2.42305433
*c1cc(F)c(*)cc1F,*c1cc(*)c(Cl)c(C#N)c1N,0.5,0.5,block,2.50016677
*c1cc(F)c(*)cc1F,*c1cc(*)c(Cl)c(C#N)c1N,0.5,0.5,random,2.446026904
*c1cc(F)c(*)cc1F,*c1ccc(*)c(Cl)n1,0.5,0.5,alternating,2.907358625
*c1cc(F)c(*)cc1F,*c1ccc(*)c(Cl)n1,0.5,0.5,block,2.905900908
*c1cc(F)c(*)cc1F,*c1ccc(*)c(Cl)n1,0.5,0.5,random,2.936629493
*c1cc(F)c(*)cc1F,*c1c(C)cc(N)c(*)c1C,0.5,0.5,alternating,1.473145555
*c1cc(F)c(*)cc1F,*c1c(C)cc(N)c(*)c1C,0.5,0.5,block,2.244200576
*c1cc(F)c(*)cc1F,*c1c(C)cc(N)c(*)c1C,0.5,0.5,random,1.824267067
*c1cc(F)c(*)cc1F,*c1nc(*)n(C)c1C,0.5,0.5,alternating,1.813228205
*c1cc(F)c(*)cc1F,*c1nc(*)n(C)c1C,0.5,0.5,block,2.292761409
*c1cc(F)c(*)cc1F,*c1nc(*)n(C)c1C,0.5,0.5,random,2.072337956
*c1cc(F)c(*)cc1F,*c1cc(*)c(F)cc1F,0.5,0.5,alternating,2.430080112
*c1cc(F)c(*)cc1F,*c1cc(*)c(F)cc1F,0.5,0.5,block,2.476320105
*c1cc(F)c(*)cc1F,*c1cc(*)c(F)cc1F,0.5,0.5,random,2.444799445
*c1cc(F)c(*)cc1F,*c1cc(C(=O)OC)nc(*)c1N,0.5,0.5,alternating,2.491385365
*c1cc(F)c(*)cc1F,*c1cc(C(=O)OC)nc(*)c1N,0.5,0.5,block,2.618851608
*c1cc(F)c(*)cc1F,*c1cc(C(=O)OC)nc(*)c1N,0.5,0.5,random,2.543755159
*c1cc(F)c(*)cc1F,*c1ccc(C(=O)O)c(*)n1,0.5,0.5,alternating,3.229352446
*c1cc(F)c(*)cc1F,*c1ccc(C(=O)O)c(*)n1,0.5,0.5,block,3.112288671
*c1cc(F)c(*)cc1F,*c1ccc(C(=O)O)c(*)n1,0.5,0.5,random,3.157760373
*c1cc(F)c(*)cc1F,*c1cc(C)cc(*)c1[N+]#[C-],0.5,0.5,alternating,2.251757272
*c1cc(F)c(*)cc1F,*c1cc(C)cc(*)c1[N+]#[C-],0.5,0.5,block,2.426413584
*c1cc(F)c(*)cc1F,*c1cc(C)cc(*)c1[N+]#[C-],0.5,0.5,random,2.333497436
*c1cc(F)c(*)cc1F,*c1cc(C(=O)OCC)cc(*)c1N,0.5,0.5,alternating,2.049505259
*c1cc(F)c(*)cc1F,*c1cc(C(=O)OCC)cc(*)c1N,0.5,0.5,block,2.387781925
*c1cc(F)c(*)cc1F,*c1cc(C(=O)OCC)cc(*)c1N,0.5,0.5,random,2.199105033
*c1cc(F)c(*)cc1F,*c1cc(*)c(OC)cc1N,0.5,0.5,alternating,1.620058408
*c1cc(F)c(*)cc1F,*c1cc(*)c(OC)cc1N,0.5,0.5,block,2.281620698
*c1cc(F)c(*)cc1F,*c1cc(*)c(OC)cc1N,0.5,0.5,random,1.934789253
*c1cc(F)c(*)cc1F,*c1ccc(N)c(*)c1,0.5,0.5,alternating,1.648394637
*c1cc(F)c(*)cc1F,*c1ccc(N)c(*)c1,0.5,0.5,block,2.243365226
*c1cc(F)c(*)cc1F,*c1ccc(N)c(*)c1,0.5,0.5,random,1.912041205
*c1cc(F)c(*)cc1F,*c1cc(*)c(C(=O)O)cn1,0.5,0.5,alternating,3.297458854
*c1cc(F)c(*)cc1F,*c1cc(*)c(C(=O)O)cn1,0.5,0.5,block,3.331785199
*c1cc(F)c(*)cc1F,*c1cc(*)c(C(=O)O)cn1,0.5,0.5,random,3.290002296
*c1cc(F)c(*)cc1F,*c1cc(C=CC(=O)O)cc(*)c1OCC,0.5,0.5,alternating,2.720898998
*c1cc(F)c(*)cc1F,*c1cc(C=CC(=O)O)cc(*)c1OCC,0.5,0.5,block,2.915892651
*c1cc(F)c(*)cc1F,*c1cc(C=CC(=O)O)cc(*)c1OCC,0.5,0.5,random,2.803026758
*c1cc(F)c(*)cc1F,*c1cc(*)c(F)cn1,0.5,0.5,alternating,2.842932219
*c1cc(F)c(*)cc1F,*c1cc(*)c(F)cn1,0.5,0.5,block,2.817607888
*c1cc(F)c(*)cc1F,*c1cc(*)c(F)cn1,0.5,0.5,random,2.839428814
*c1cc(F)c(*)cc1F,*c1cc(Cl)c(*)c(Cl)c1C,0.5,0.5,alternating,2.198813468
*c1cc(F)c(*)cc1F,*c1cc(Cl)c(*)c(Cl)c1C,0.5,0.5,block,2.462452324
*c1cc(F)c(*)cc1F,*c1cc(Cl)c(*)c(Cl)c1C,0.5,0.5,random,2.274111732
*c1cc(F)c(*)cc1F,*c1cccc2c1oc1c(*)cccc12,0.5,0.5,alternating,2.425179583
*c1cc(F)c(*)cc1F,*c1cccc2c1oc1c(*)cccc12,0.5,0.5,block,2.42240113
*c1cc(F)c(*)cc1F,*c1cccc2c1oc1c(*)cccc12,0.5,0.5,random,2.458891846
*c1cc(F)c(*)cc1F,*c1cccc(*)c1CC,0.5,0.5,alternating,1.634346231
*c1cc(F)c(*)cc1F,*c1cccc(*)c1CC,0.5,0.5,block,2.305691592
*c1cc(F)c(*)cc1F,*c1cccc(*)c1CC,0.5,0.5,random,1.948007407
*c1cc(F)c(*)cc1F,*c1cc(F)cc(*)c1OCC,0.5,0.5,alternating,2.249556863
*c1cc(F)c(*)cc1F,*c1cc(F)cc(*)c1OCC,0.5,0.5,block,2.456956254
*c1cc(F)c(*)cc1F,*c1cc(F)cc(*)c1OCC,0.5,0.5,random,2.369460001
*c1cc(F)c(*)cc1F,*c1ccc(*)c2nccnc12,0.5,0.5,alternating,3.309400848
*c1cc(F)c(*)cc1F,*c1ccc(*)c2nccnc12,0.5,0.5,block,3.229149491
*c1cc(F)c(*)cc1F,*c1ccc(*)c2nccnc12,0.5,0.5,random,3.296238205
*c1cc(F)c(*)cc1F,*c1nc(*)c(OCC)cc1N,0.5,0.5,alternating,1.870739447
*c1cc(F)c(*)cc1F,*c1nc(*)c(OCC)cc1N,0.5,0.5,block,2.295763265
*c1cc(F)c(*)cc1F,*c1nc(*)c(OCC)cc1N,0.5,0.5,random,2.027377106
*c1cc(F)c(*)cc1F,*c1cc(*)cc(-c2ccccc2)c1,0.5,0.5,alternating,2.130765807
*c1cc(F)c(*)cc1F,*c1cc(*)cc(-c2ccccc2)c1,0.5,0.5,block,2.397610161
*c1cc(F)c(*)cc1F,*c1cc(*)cc(-c2ccccc2)c1,0.5,0.5,random,2.247144475
*c1cc(F)c(*)cc1F,*c1cc(*)c(OC(C)C)c(C=O)c1,0.5,0.5,alternating,2.881937707
*c1cc(F)c(*)cc1F,*c1cc(*)c(OC(C)C)c(C=O)c1,0.5,0.5,block,2.892561645
*c1cc(F)c(*)cc1F,*c1cc(*)c(OC(C)C)c(C=O)c1,0.5,0.5,random,2.87570723
*c1cc(F)c(*)cc1F,*c1ccc2c(c1)C1(CCOCC1)c1cc(*)ccc1-2,0.5,0.5,alternating,2.559687288
*c1cc(F)c(*)cc1F,*c1ccc2c(c1)C1(CCOCC1)c1cc(*)ccc1-2,0.5,0.5,block,2.518597448
*c1cc(F)c(*)cc1F,*c1ccc2c(c1)C1(CCOCC1)c1cc(*)ccc1-2,0.5,0.5,random,2.550515142
*c1cc(F)c(*)cc1F,*c1cc(*)c(C)c(F)c1,0.5,0.5,alternating,2.23008487
*c1cc(F)c(*)cc1F,*c1cc(*)c(C)c(F)c1,0.5,0.5,block,2.419176122
*c1cc(F)c(*)cc1F,*c1cc(*)c(C)c(F)c1,0.5,0.5,random,2.33884217
*c1cc(F)c(*)cc1F,*c1cc(*)c(Cl)c(Cl)c1,0.5,0.5,alternating,2.630862848
*c1cc(F)c(*)cc1F,*c1cc(*)c(Cl)c(Cl)c1,0.5,0.5,block,2.672710649
*c1cc(F)c(*)cc1F,*c1cc(*)c(Cl)c(Cl)c1,0.5,0.5,random,2.659544757
*c1cc(F)c(*)cc1F,*c1ccc2c(c1)c1cc(*)ccc1n2CC1CO1,0.5,0.5,alternating,1.859093338
*c1cc(F)c(*)cc1F,*c1ccc2c(c1)c1cc(*)ccc1n2CC1CO1,0.5,0.5,block,2.296184592
*c1cc(F)c(*)cc1F,*c1ccc2c(c1)c1cc(*)ccc1n2CC1CO1,0.5,0.5,random,2.058523872
*c1cc(F)c(*)cc1F,*c1cc2ccc3cc(*)cc4ccc(c1)c2c34,0.5,0.5,alternating,2.617798559
*c1cc(F)c(*)cc1F,*c1cc2ccc3cc(*)cc4ccc(c1)c2c34,0.5,0.5,block,2.618957074
*c1cc(F)c(*)cc1F,*c1cc2ccc3cc(*)cc4ccc(c1)c2c34,0.5,0.5,random,2.597763353
*c1cc(F)c(*)cc1F,*c1cncc(*)c1OC,0.5,0.5,alternating,2.125969395
*c1cc(F)c(*)cc1F,*c1cncc(*)c1OC,0.5,0.5,block,2.411371061
*c1cc(F)c(*)cc1F,*c1cncc(*)c1OC,0.5,0.5,random,2.306484791
*c1cc(F)c(*)cc1F,*c1cc(C)c(*)cc1C,0.5,0.5,alternating,1.736049965
*c1cc(F)c(*)cc1F,*c1cc(C)c(*)cc1C,0.5,0.5,block,2.296704798
*c1cc(F)c(*)cc1F,*c1cc(C)c(*)cc1C,0.5,0.5,random,1.977379503
*c1cc(F)c(*)cc1F,*c1cc(C(C)=O)cc(*)c1N,0.5,0.5,alternating,2.246370394
*c1cc(F)c(*)cc1F,*c1cc(C(C)=O)cc(*)c1N,0.5,0.5,block,2.443481281
*c1cc(F)c(*)cc1F,*c1cc(C(C)=O)cc(*)c1N,0.5,0.5,random,2.31622328
*c1cc(F)c(*)cc1F,*c1cc(C)cc(*)c1Cl,0.5,0.5,alternating,2.093797424
*c1cc(F)c(*)cc1F,*c1cc(C)cc(*)c1Cl,0.5,0.5,block,2.433305154
*c1cc(F)c(*)cc1F,*c1cc(C)cc(*)c1Cl,0.5,0.5,random,2.231323314
*c1cc(F)c(*)cc1F,*c1cc([N+](=O)[O-])c(C)c(*)c1OC,0.5,0.5,alternating,3.463246492
*c1cc(F)c(*)cc1F,*c1cc([N+](=O)[O-])c(C)c(*)c1OC,0.5,0.5,block,3.531211241
*c1cc(F)c(*)cc1F,*c1cc([N+](=O)[O-])c(C)c(*)c1OC,0.5,0.5,random,3.498126348
*c1cc(F)c(*)cc1F,*c1cnc(C(=O)OC)c(*)n1,0.5,0.5,alternating,3.47340013
*c1cc(F)c(*)cc1F,*c1cnc(C(=O)OC)c(*)n1,0.5,0.5,block,3.527060288
*c1cc(F)c(*)cc1F,*c1cnc(C(=O)OC)c(*)n1,0.5,0.5,random,3.497885649
*c1cc(F)c(*)cc1F,*c1cc(*)c2nc(-c3ccccc3O)ccc2c1,0.5,0.5,alternating,2.927572469
*c1cc(F)c(*)cc1F,*c1cc(*)c2nc(-c3ccccc3O)ccc2c1,0.5,0.5,block,2.851635633
*c1cc(F)c(*)cc1F,*c1cc(*)c2nc(-c3ccccc3O)ccc2c1,0.5,0.5,random,2.904814617
*c1cc(F)c(*)cc1F,*c1cc(CN)cc(*)c1OC,0.5,0.5,alternating,1.973061909
*c1cc(F)c(*)cc1F,*c1cc(CN)cc(*)c1OC,0.5,0.5,block,2.332207957
*c1cc(F)c(*)cc1F,*c1cc(CN)cc(*)c1OC,0.5,0.5,random,2.1366244
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)nc1C,0.5,0.5,alternating,1.852139956
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)nc1C,0.5,0.5,block,2.273042416
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)nc1C,0.5,0.5,random,2.046948033
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)c(C)c1,0.5,0.5,alternating,1.639972924
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)c(C)c1,0.5,0.5,block,2.239766961
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)c(C)c1,0.5,0.5,random,1.881142583
*c1cc(F)c(*)cc1F,*c1cccc(*)c1,0.5,0.5,alternating,2.12054854
*c1cc(F)c(*)cc1F,*c1cccc(*)c1,0.5,0.5,block,2.35805569
*c1cc(F)c(*)cc1F,*c1cccc(*)c1,0.5,0.5,random,2.215001269
*c1cc(F)c(*)cc1F,*c1ccc(OC(C)C(=O)Cl)c(*)c1,0.5,0.5,alternating,2.48098345
*c1cc(F)c(*)cc1F,*c1ccc(OC(C)C(=O)Cl)c(*)c1,0.5,0.5,block,2.64239985
*c1cc(F)c(*)cc1F,*c1ccc(OC(C)C(=O)Cl)c(*)c1,0.5,0.5,random,2.540894623
*c1cc(F)c(*)cc1F,*c1cc2cc3sc(*)cc3cc2s1,0.5,0.5,alternating,3.100013434
*c1cc(F)c(*)cc1F,*c1cc2cc3sc(*)cc3cc2s1,0.5,0.5,block,2.959479651
*c1cc(F)c(*)cc1F,*c1cc2cc3sc(*)cc3cc2s1,0.5,0.5,random,3.028953375
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C=O)n1,0.5,0.5,alternating,3.626861504
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C=O)n1,0.5,0.5,block,3.580241403
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C=O)n1,0.5,0.5,random,3.611635603
*c1cc(F)c(*)cc1F,*c1cc(C=O)cc(*)c1OC(C)=O,0.5,0.5,alternating,3.157248439
*c1cc(F)c(*)cc1F,*c1cc(C=O)cc(*)c1OC(C)=O,0.5,0.5,block,3.197192338
*c1cc(F)c(*)cc1F,*c1cc(C=O)cc(*)c1OC(C)=O,0.5,0.5,random,3.173920561
*c1cc(F)c(*)cc1F,*c1ncc(*)c2[nH]ccc12,0.5,0.5,alternating,2.397770309
*c1cc(F)c(*)cc1F,*c1ncc(*)c2[nH]ccc12,0.5,0.5,block,2.542896774
*c1cc(F)c(*)cc1F,*c1ncc(*)c2[nH]ccc12,0.5,0.5,random,2.462419563
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C(=O)OC)c1,0.5,0.5,alternating,3.02159797
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C(=O)OC)c1,0.5,0.5,block,3.033341241
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C(=O)OC)c1,0.5,0.5,random,3.040646757
*c1cc(F)c(*)cc1F,*c1nc(*)n(COC)n1,0.5,0.5,alternating,2.59098729
*c1cc(F)c(*)cc1F,*c1nc(*)n(COC)n1,0.5,0.5,block,2.604007181
*c1cc(F)c(*)cc1F,*c1nc(*)n(COC)n1,0.5,0.5,random,2.586525251
*c1cc(F)c(*)cc1F,*c1cc(F)nc(*)c1O,0.5,0.5,alternating,2.779989956
*c1cc(F)c(*)cc1F,*c1cc(F)nc(*)c1O,0.5,0.5,block,2.919842279
*c1cc(F)c(*)cc1F,*c1cc(F)nc(*)c1O,0.5,0.5,random,2.873742622
*c1cc(F)c(*)cc1F,*c1cc(*)cc(CC)c1,0.5,0.5,alternating,2.118783417
*c1cc(F)c(*)cc1F,*c1cc(*)cc(CC)c1,0.5,0.5,block,2.347374529
*c1cc(F)c(*)cc1F,*c1cc(*)cc(CC)c1,0.5,0.5,random,2.217034795
*c1cc(F)c(*)cc1F,*c1c(OC)cc(*)c2ncccc12,0.5,0.5,alternating,2.746539559
*c1cc(F)c(*)cc1F,*c1c(OC)cc(*)c2ncccc12,0.5,0.5,block,2.695263229
*c1cc(F)c(*)cc1F,*c1c(OC)cc(*)c2ncccc12,0.5,0.5,random,2.738741451
*c1cc(F)c(*)cc1F,*c1cc(F)c(C)c(*)c1N,0.5,0.5,alternating,1.781897152
*c1cc(F)c(*)cc1F,*c1cc(F)c(C)c(*)c1N,0.5,0.5,block,2.29132275
