smiles_A,smiles_B,rA,rB,type,value
*c1cc(F)c(*)cc1F,*c1ccc(*)c(NC(=O)c2ccccc2)c1,0.5,0.5,block,6.41632047
*c1cc(F)c(*)cc1F,*c1ccc(*)c(NC(=O)c2ccccc2)c1,0.5,0.5,random,6.435648806
*c1cc(F)c(*)cc1F,*c1ccc(*)c2sc(-c3ccccc3)nc12,0.5,0.5,alternating,6.354510265
*c1cc(F)c(*)cc1F,*c1ccc(*)c2sc(-c3ccccc3)nc12,0.5,0.5,block,6.208558511
*c1cc(F)c(*)cc1F,*c1ccc(*)c2sc(-c3ccccc3)nc12,0.5,0.5,random,6.31276653
*c1cc(F)c(*)cc1F,*c1cc(*)cc(OC)c1,0.5,0.5,alternating,6.458651662
*c1cc(F)c(*)cc1F,*c1cc(*)cc(OC)c1,0.5,0.5,block,6.433271242
*c1cc(F)c(*)cc1F,*c1cc(*)cc(OC)c1,0.5,0.5,random,6.455915553
*c1cc(F)c(*)cc1F,*c1cnc(CO)c(*)c1,0.5,0.5,alternating,6.803133522
*c1cc(F)c(*)cc1F,*c1cnc(CO)c(*)c1,0.5,0.5,block,6.809767938
*c1cc(F)c(*)cc1F,*c1cnc(CO)c(*)c1,0.5,0.5,random,6.79466719
*c1cc(F)c(*)cc1F,*c1cc(*)cc(C(=O)Cl)c1,0.5,0.5,alternating,7.24679731
*c1cc(F)c(*)cc1F,*c1cc(*)cc(C(=O)Cl)c1,0.5,0.5,block,7.205025883
*c1cc(F)c(*)cc1F,*c1cc(*)cc(C(=O)Cl)c1,0.5,0.5,random,7.222463561
*c1cc(F)c(*)cc1F,*c1nc(*)c(C)s1,0.5,0.5,alternating,6.193037986
*c1cc(F)c(*)cc1F,*c1nc(*)c(C)s1,0.5,0.5,block,5.912879323
*c1cc(F)c(*)cc1F,*c1nc(*)c(C)s1,0.5,0.5,random,6.101309346
*c1cc(F)c(*)cc1F,*c1cc(*)c2ccc3cc(C(C)(C)C)cc4ccc1c2c43,0.5,0.5,alternating,5.856654523
*c1cc(F)c(*)cc1F,*c1cc(*)c2ccc3cc(C(C)(C)C)cc4ccc1c2c43,0.5,0.5,block,5.773596699
*c1cc(F)c(*)cc1F,*c1cc(*)c2ccc3cc(C(C)(C)C)cc4ccc1c2c43,0.5,0.5,random,5.819647283
*c1cc(F)c(*)cc1F,*c1cc(*)c2cn[nH]c2c1,0.5,0.5,alternating,6.250510155
*c1cc(F)c(*)cc1F,*c1cc(*)c2cn[nH]c2c1,0.5,0.5,block,6.154668651
*c1cc(F)c(*)cc1F,*c1cc(*)c2cn[nH]c2c1,0.5,0.5,random,6.207227508
*c1cc(F)c(*)cc1F,*c1ccc(C(=O)c2ccc(*)cc2)cc1,0.5,0.5,alternating,6.856312422
*c1cc(F)c(*)cc1F,*c1ccc(C(=O)c2ccc(*)cc2)cc1,0.5,0.5,block,6.843911765
*c1cc(F)c(*)cc1F,*c1ccc(C(=O)c2ccc(*)cc2)cc1,0.5,0.5,random,6.850092864
*c1cc(F)c(*)cc1F,*c1ccc([N+](=O)[O-])c(*)c1,0.5,0.5,alternating,7.334588303
*c1cc(F)c(*)cc1F,*c1ccc([N+](=O)[O-])c(*)c1,0.5,0.5,block,7.249461527
*c1cc(F)c(*)cc1F,*c1ccc([N+](=O)[O-])c(*)c1,0.5,0.5,random,7.291806001
*c1cc(F)c(*)cc1F,*c1cc(=O)cc(*)[nH]1,0.5,0.5,alternating,6.409643905
*c1cc(F)c(*)cc1F,*c1cc(=O)cc(*)[nH]1,0.5,0.5,block,6.434535802
*c1cc(F)c(*)cc1F,*c1cc(=O)cc(*)[nH]1,0.5,0.5,random,6.413426103
*c1cc(F)c(*)cc1F,*c1cccc(*)c1[N+](=O)[O-],0.5,0.5,alternating,7.346893094
*c1cc(F)c(*)cc1F,*c1cccc(*)c1[N+](=O)[O-],0.5,0.5,block,7.268218265
*c1cc(F)c(*)cc1F,*c1cccc(*)c1[N+](=O)[O-],0.5,0.5,random,7.298602076
*c1cc(F)c(*)cc1F,*c1cccc(*)n1,0.5,0.5,alternating,6.725433726
*c1cc(F)c(*)cc1F,*c1cccc(*)n1,0.5,0.5,block,6.675335186
*c1cc(F)c(*)cc1F,*c1cccc(*)n1,0.5,0.5,random,6.719501514
*c1cc(F)c(*)cc1F,*c1ccc(*)c(N=C=S)c1,0.5,0.5,alternating,6.551365823
*c1cc(F)c(*)cc1F,*c1ccc(*)c(N=C=S)c1,0.5,0.5,block,6.552349266
*c1cc(F)c(*)cc1F,*c1ccc(*)c(N=C=S)c1,0.5,0.5,random,6.553772775
*c1cc(F)c(*)cc1F,*c1[nH]nc2c(*)cncc12,0.5,0.5,alternating,6.163475944
*c1cc(F)c(*)cc1F,*c1[nH]nc2c(*)cncc12,0.5,0.5,block,5.997664214
*c1cc(F)c(*)cc1F,*c1[nH]nc2c(*)cncc12,0.5,0.5,random,6.10900868
*c1cc(F)c(*)cc1F,*c1cc(*)c([N+]([O-])=NC(C)(C)C)c([N+](=O)[O-])c1,0.5,0.5,alternating,7.508120208
*c1cc(F)c(*)cc1F,*c1cc(*)c([N+]([O-])=NC(C)(C)C)c([N+](=O)[O-])c1,0.5,0.5,block,7.320312634
*c1cc(F)c(*)cc1F,*c1cc(*)c([N+]([O-])=NC(C)(C)C)c([N+](=O)[O-])c1,0.5,0.5,random,7.422938909
*c1cc(F)c(*)cc1F,*c1cc2[nH]cnc2c(*)c1N,0.5,0.5,alternating,5.404042666
*c1cc(F)c(*)cc1F,*c1cc2[nH]cnc2c(*)c1N,0.5,0.5,block,5.185654703
*c1cc(F)c(*)cc1F,*c1cc2[nH]cnc2c(*)c1N,0.5,0.5,random,5.335987543
*c1cc(F)c(*)cc1F,*c1ccc(*)c([N+](=O)[O-])c1,0.5,0.5,alternating,7.185326937
*c1cc(F)c(*)cc1F,*c1ccc(*)c([N+](=O)[O-])c1,0.5,0.5,block,7.17100963
*c1cc(F)c(*)cc1F,*c1ccc(*)c([N+](=O)[O-])c1,0.5,0.5,random,7.181868869
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)c(OC(F)(F)F)c1,0.5,0.5,alternating,5.924062935
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)c(OC(F)(F)F)c1,0.5,0.5,block,5.820248626
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)c(OC(F)(F)F)c1,0.5,0.5,random,5.885289956
*c1cc(F)c(*)cc1F,*c1cc(C)c(*)nn1,0.5,0.5,alternating,6.785785173
*c1cc(F)c(*)cc1F,*c1cc(C)c(*)nn1,0.5,0.5,block,6.742716913
*c1cc(F)c(*)cc1F,*c1cc(C)c(*)nn1,0.5,0.5,random,6.769154092
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C(=O)O)n1,0.5,0.5,alternating,6.994186752
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C(=O)O)n1,0.5,0.5,block,6.960421954
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C(=O)O)n1,0.5,0.5,random,6.980408584
*c1cc(F)c(*)cc1F,*c1cc(*)c(Cl)c(C#N)c1N,0.5,0.5,alternating,6.151985789
*c1cc(F)c(*)cc1F,*c1cc(*)c(Cl)c(C#N)c1N,0.5,0.5,block,6.168362999
*c1cc(F)c(*)cc1F,*c1cc(*)c(Cl)c(C#N)c1N,0.5,0.5,random,6.137499405
*c1cc(F)c(*)cc1F,*c1ccc(*)c(Cl)n1,0.5,0.5,alternating,6.895655044
*c1cc(F)c(*)cc1F,*c1ccc(*)c(Cl)n1,0.5,0.5,block,6.900418701
*c1cc(F)c(*)cc1F,*c1ccc(*)c(Cl)n1,0.5,0.5,random,6.886902559
*c1cc(F)c(*)cc1F,*c1c(C)cc(N)c(*)c1C,0.5,0.5,alternating,5.727798499
*c1cc(F)c(*)cc1F,*c1c(C)cc(N)c(*)c1C,0.5,0.5,block,5.630411534
*c1cc(F)c(*)cc1F,*c1c(C)cc(N)c(*)c1C,0.5,0.5,random,5.707616707
*c1cc(F)c(*)cc1F,*c1nc(*)n(C)c1C,0.5,0.5,alternating,5.848699412
*c1cc(F)c(*)cc1F,*c1nc(*)n(C)c1C,0.5,0.5,block,5.265650651
*c1cc(F)c(*)cc1F,*c1nc(*)n(C)c1C,0.5,0.5,random,5.589654057
*c1cc(F)c(*)cc1F,*c1cc(*)c(F)cc1F,0.5,0.5,alternating,6.991047064
*c1cc(F)c(*)cc1F,*c1cc(*)c(F)cc1F,0.5,0.5,block,6.991287189
*c1cc(F)c(*)cc1F,*c1cc(*)c(F)cc1F,0.5,0.5,random,6.993120723
*c1cc(F)c(*)cc1F,*c1cc(C(=O)OC)nc(*)c1N,0.5,0.5,alternating,6.205158693
*c1cc(F)c(*)cc1F,*c1cc(C(=O)OC)nc(*)c1N,0.5,0.5,block,5.897894864
*c1cc(F)c(*)cc1F,*c1cc(C(=O)OC)nc(*)c1N,0.5,0.5,random,6.095014023
*c1cc(F)c(*)cc1F,*c1ccc(C(=O)O)c(*)n1,0.5,0.5,alternating,7.181535723
*c1cc(F)c(*)cc1F,*c1ccc(C(=O)O)c(*)n1,0.5,0.5,block,7.093770827
*c1cc(F)c(*)cc1F,*c1ccc(C(=O)O)c(*)n1,0.5,0.5,random,7.138145285
*c1cc(F)c(*)cc1F,*c1cc(C)cc(*)c1[N+]#[C-],0.5,0.5,alternating,6.921447533
*c1cc(F)c(*)cc1F,*c1cc(C)cc(*)c1[N+]#[C-],0.5,0.5,block,6.868584035
*c1cc(F)c(*)cc1F,*c1cc(C)cc(*)c1[N+]#[C-],0.5,0.5,random,6.889801191
*c1cc(F)c(*)cc1F,*c1cc(C(=O)OCC)cc(*)c1N,0.5,0.5,alternating,6.070739858
*c1cc(F)c(*)cc1F,*c1cc(C(=O)OCC)cc(*)c1N,0.5,0.5,block,6.057254916
*c1cc(F)c(*)cc1F,*c1cc(C(=O)OCC)cc(*)c1N,0.5,0.5,random,6.073346734
*c1cc(F)c(*)cc1F,*c1cc(*)c(OC)cc1N,0.5,0.5,alternating,5.511076032
*c1cc(F)c(*)cc1F,*c1cc(*)c(OC)cc1N,0.5,0.5,block,5.299261878
*c1cc(F)c(*)cc1F,*c1cc(*)c(OC)cc1N,0.5,0.5,random,5.411679547
*c1cc(F)c(*)cc1F,*c1ccc(N)c(*)c1,0.5,0.5,alternating,5.54175227
*c1cc(F)c(*)cc1F,*c1ccc(N)c(*)c1,0.5,0.5,block,5.307815906
*c1cc(F)c(*)cc1F,*c1ccc(N)c(*)c1,0.5,0.5,random,5.459356754
*c1cc(F)c(*)cc1F,*c1cc(*)c(C(=O)O)cn1,0.5,0.5,alternating,7.289144404
*c1cc(F)c(*)cc1F,*c1cc(*)c(C(=O)O)cn1,0.5,0.5,block,7.15778138
*c1cc(F)c(*)cc1F,*c1cc(*)c(C(=O)O)cn1,0.5,0.5,random,7.223313238
*c1cc(F)c(*)cc1F,*c1cc(C=CC(=O)O)cc(*)c1OCC,0.5,0.5,alternating,6.460047311
*c1cc(F)c(*)cc1F,*c1cc(C=CC(=O)O)cc(*)c1OCC,0.5,0.5,block,6.612229573
*c1cc(F)c(*)cc1F,*c1cc(C=CC(=O)O)cc(*)c1OCC,0.5,0.5,random,6.541129392
*c1cc(F)c(*)cc1F,*c1cc(*)c(F)cn1,0.5,0.5,alternating,7.092250702
*c1cc(F)c(*)cc1F,*c1cc(*)c(F)cn1,0.5,0.5,block,7.03739766
*c1cc(F)c(*)cc1F,*c1cc(*)c(F)cn1,0.5,0.5,random,7.069382172
*c1cc(F)c(*)cc1F,*c1cc(Cl)c(*)c(Cl)c1C,0.5,0.5,alternating,7.196233493
*c1cc(F)c(*)cc1F,*c1cc(Cl)c(*)c(Cl)c1C,0.5,0.5,block,7.123836633
*c1cc(F)c(*)cc1F,*c1cc(Cl)c(*)c(Cl)c1C,0.5,0.5,random,7.191530088
*c1cc(F)c(*)cc1F,*c1cccc2c1oc1c(*)cccc12,0.5,0.5,alternating,6.364842871
*c1cc(F)c(*)cc1F,*c1cccc2c1oc1c(*)cccc12,0.5,0.5,block,6.302199445
*c1cc(F)c(*)cc1F,*c1cccc2c1oc1c(*)cccc12,0.5,0.5,random,6.338658319
*c1cc(F)c(*)cc1F,*c1cccc(*)c1CC,0.5,0.5,alternating,6.993416078
*c1cc(F)c(*)cc1F,*c1cccc(*)c1CC,0.5,0.5,block,6.864419116
*c1cc(F)c(*)cc1F,*c1cccc(*)c1CC,0.5,0.5,random,6.925125116
*c1cc(F)c(*)cc1F,*c1cc(F)cc(*)c1OCC,0.5,0.5,alternating,6.664463598
*c1cc(F)c(*)cc1F,*c1cc(F)cc(*)c1OCC,0.5,0.5,block,6.680359228
*c1cc(F)c(*)cc1F,*c1cc(F)cc(*)c1OCC,0.5,0.5,random,6.682082375
*c1cc(F)c(*)cc1F,*c1ccc(*)c2nccnc12,0.5,0.5,alternating,6.535301551
*c1cc(F)c(*)cc1F,*c1ccc(*)c2nccnc12,0.5,0.5,block,6.400399707
*c1cc(F)c(*)cc1F,*c1ccc(*)c2nccnc12,0.5,0.5,random,6.45818763
*c1cc(F)c(*)cc1F,*c1nc(*)c(OCC)cc1N,0.5,0.5,alternating,5.609805017
*c1cc(F)c(*)cc1F,*c1nc(*)c(OCC)cc1N,0.5,0.5,block,4.937166873
*c1cc(F)c(*)cc1F,*c1nc(*)c(OCC)cc1N,0.5,0.5,random,5.238149535
*c1cc(F)c(*)cc1F,*c1cc(*)cc(-c2ccccc2)c1,0.5,0.5,alternating,6.571463611
*c1cc(F)c(*)cc1F,*c1cc(*)cc(-c2ccccc2)c1,0.5,0.5,block,6.516990894
*c1cc(F)c(*)cc1F,*c1cc(*)cc(-c2ccccc2)c1,0.5,0.5,random,6.552580405
*c1cc(F)c(*)cc1F,*c1cc(*)c(OC(C)C)c(C=O)c1,0.5,0.5,alternating,6.700048175
*c1cc(F)c(*)cc1F,*c1cc(*)c(OC(C)C)c(C=O)c1,0.5,0.5,block,6.696247064
*c1cc(F)c(*)cc1F,*c1cc(*)c(OC(C)C)c(C=O)c1,0.5,0.5,random,6.681932246
*c1cc(F)c(*)cc1F,*c1ccc2c(c1)C1(CCOCC1)c1cc(*)ccc1-2,0.5,0.5,alternating,6.194298028
*c1cc(F)c(*)cc1F,*c1ccc2c(c1)C1(CCOCC1)c1cc(*)ccc1-2,0.5,0.5,block,6.016060107
*c1cc(F)c(*)cc1F,*c1ccc2c(c1)C1(CCOCC1)c1cc(*)ccc1-2,0.5,0.5,random,6.112154266
*c1cc(F)c(*)cc1F,*c1cc(*)c(C)c(F)c1,0.5,0.5,alternating,6.882300377
*c1cc(F)c(*)cc1F,*c1cc(*)c(C)c(F)c1,0.5,0.5,block,6.892472096
*c1cc(F)c(*)cc1F,*c1cc(*)c(C)c(F)c1,0.5,0.5,random,6.864120591
*c1cc(F)c(*)cc1F,*c1cc(*)c(Cl)c(Cl)c1,0.5,0.5,alternating,7.071808169
*c1cc(F)c(*)cc1F,*c1cc(*)c(Cl)c(Cl)c1,0.5,0.5,block,7.069620847
*c1cc(F)c(*)cc1F,*c1cc(*)c(Cl)c(Cl)c1,0.5,0.5,random,7.065801609
*c1cc(F)c(*)cc1F,*c1ccc2c(c1)c1cc(*)ccc1n2CC1CO1,0.5,0.5,alternating,5.695817328
*c1cc(F)c(*)cc1F,*c1ccc2c(c1)c1cc(*)ccc1n2CC1CO1,0.5,0.5,block,5.437277416
*c1cc(F)c(*)cc1F,*c1ccc2c(c1)c1cc(*)ccc1n2CC1CO1,0.5,0.5,random,5.567388368
*c1cc(F)c(*)cc1F,*c1cc2ccc3cc(*)cc4ccc(c1)c2c34,0.5,0.5,alternating,5.892915774
*c1cc(F)c(*)cc1F,*c1cc2ccc3cc(*)cc4ccc(c1)c2c34,0.5,0.5,block,5.831522077
*c1cc(F)c(*)cc1F,*c1cc2ccc3cc(*)cc4ccc(c1)c2c34,0.5,0.5,random,5.867285674
*c1cc(F)c(*)cc1F,*c1cncc(*)c1OC,0.5,0.5,alternating,6.781199538
*c1cc(F)c(*)cc1F,*c1cncc(*)c1OC,0.5,0.5,block,6.807927862
*c1cc(F)c(*)cc1F,*c1cncc(*)c1OC,0.5,0.5,random,6.799878747
*c1cc(F)c(*)cc1F,*c1cc(C)c(*)cc1C,0.5,0.5,alternating,6.731571673
*c1cc(F)c(*)cc1F,*c1cc(C)c(*)cc1C,0.5,0.5,block,6.652685786
*c1cc(F)c(*)cc1F,*c1cc(C)c(*)cc1C,0.5,0.5,random,6.706478083
*c1cc(F)c(*)cc1F,*c1cc(C(C)=O)cc(*)c1N,0.5,0.5,alternating,6.049891451
*c1cc(F)c(*)cc1F,*c1cc(C(C)=O)cc(*)c1N,0.5,0.5,block,6.001518299
*c1cc(F)c(*)cc1F,*c1cc(C(C)=O)cc(*)c1N,0.5,0.5,random,6.045448716
*c1cc(F)c(*)cc1F,*c1cc(C)cc(*)c1Cl,0.5,0.5,alternating,6.953753184
*c1cc(F)c(*)cc1F,*c1cc(C)cc(*)c1Cl,0.5,0.5,block,6.929110111
*c1cc(F)c(*)cc1F,*c1cc(C)cc(*)c1Cl,0.5,0.5,random,6.954183137
*c1cc(F)c(*)cc1F,*c1cc([N+](=O)[O-])c(C)c(*)c1OC,0.5,0.5,alternating,7.127812901
*c1cc(F)c(*)cc1F,*c1cc([N+](=O)[O-])c(C)c(*)c1OC,0.5,0.5,block,7.122209078
*c1cc(F)c(*)cc1F,*c1cc([N+](=O)[O-])c(C)c(*)c1OC,0.5,0.5,random,7.127803633
*c1cc(F)c(*)cc1F,*c1cnc(C(=O)OC)c(*)n1,0.5,0.5,alternating,6.987657908
*c1cc(F)c(*)cc1F,*c1cnc(C(=O)OC)c(*)n1,0.5,0.5,block,6.954951346
*c1cc(F)c(*)cc1F,*c1cnc(C(=O)OC)c(*)n1,0.5,0.5,random,6.97576777
*c1cc(F)c(*)cc1F,*c1cc(*)c2nc(-c3ccccc3O)ccc2c1,0.5,0.5,alternating,6.134157951
*c1cc(F)c(*)cc1F,*c1cc(*)c2nc(-c3ccccc3O)ccc2c1,0.5,0.5,block,6.073580024
*c1cc(F)c(*)cc1F,*c1cc(*)c2nc(-c3ccccc3O)ccc2c1,0.5,0.5,random,6.095659182
*c1cc(F)c(*)cc1F,*c1cc(CN)cc(*)c1OC,0.5,0.5,alternating,6.291370264
*c1cc(F)c(*)cc1F,*c1cc(CN)cc(*)c1OC,0.5,0.5,block,6.266203032
*c1cc(F)c(*)cc1F,*c1cc(CN)cc(*)c1OC,0.5,0.5,random,6.285502424
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)nc1C,0.5,0.5,alternating,5.850623092
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)nc1C,0.5,0.5,block,5.738358004
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)nc1C,0.5,0.5,random,5.807454931
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)c(C)c1,0.5,0.5,alternating,5.545915646
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)c(C)c1,0.5,0.5,block,5.342998073
*c1cc(F)c(*)cc1F,*c1cc(*)c(N)c(C)c1,0.5,0.5,random,5.467911123
*c1cc(F)c(*)cc1F,*c1cccc(*)c1,0.5,0.5,alternating,6.697469335
*c1cc(F)c(*)cc1F,*c1cccc(*)c1,0.5,0.5,block,6.655469886
*c1cc(F)c(*)cc1F,*c1cccc(*)c1,0.5,0.5,random,6.686180356
*c1cc(F)c(*)cc1F,*c1ccc(OC(C)C(=O)Cl)c(*)c1,0.5,0.5,alternating,6.50415414
*c1cc(F)c(*)cc1F,*c1ccc(OC(C)C(=O)Cl)c(*)c1,0.5,0.5,block,6.483162028
*c1cc(F)c(*)cc1F,*c1ccc(OC(C)C(=O)Cl)c(*)c1,0.5,0.5,random,6.47446854
*c1cc(F)c(*)cc1F,*c1cc2cc3sc(*)cc3cc2s1,0.5,0.5,alternating,5.647575781
*c1cc(F)c(*)cc1F,*c1cc2cc3sc(*)cc3cc2s1,0.5,0.5,block,5.466967774
*c1cc(F)c(*)cc1F,*c1cc2cc3sc(*)cc3cc2s1,0.5,0.5,random,5.572148877
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C=O)n1,0.5,0.5,alternating,6.821790605
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C=O)n1,0.5,0.5,block,6.84673285
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C=O)n1,0.5,0.5,random,6.830702861
*c1cc(F)c(*)cc1F,*c1cc(C=O)cc(*)c1OC(C)=O,0.5,0.5,alternating,7.246633164
*c1cc(F)c(*)cc1F,*c1cc(C=O)cc(*)c1OC(C)=O,0.5,0.5,block,7.170111449
*c1cc(F)c(*)cc1F,*c1cc(C=O)cc(*)c1OC(C)=O,0.5,0.5,random,7.221337626
*c1cc(F)c(*)cc1F,*c1ncc(*)c2[nH]ccc12,0.5,0.5,alternating,5.940053874
*c1cc(F)c(*)cc1F,*c1ncc(*)c2[nH]ccc12,0.5,0.5,block,5.582689272
*c1cc(F)c(*)cc1F,*c1ncc(*)c2[nH]ccc12,0.5,0.5,random,5.782602952
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C(=O)OC)c1,0.5,0.5,alternating,7.096251538
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C(=O)OC)c1,0.5,0.5,block,7.090173314
*c1cc(F)c(*)cc1F,*c1cnc(*)c(C(=O)OC)c1,0.5,0.5,random,7.101714802
*c1cc(F)c(*)cc1F,*c1nc(*)n(COC)n1,0.5,0.5,alternating,6.931285024
*c1cc(F)c(*)cc1F,*c1nc(*)n(COC)n1,0.5,0.5,block,6.974075407
*c1cc(F)c(*)cc1F,*c1nc(*)n(COC)n1,0.5,0.5,random,6.93557358
*c1cc(F)c(*)cc1F,*c1cc(F)nc(*)c1O,0.5,0.5,alternating,6.797085023
*c1cc(F)c(*)cc1F,*c1cc(F)nc(*)c1O,0.5,0.5,block,6.692094221
*c1cc(F)c(*)cc1F,*c1cc(F)nc(*)c1O,0.5,0.5,random,6.752555335
*c1cc(F)c(*)cc1F,*c1cc(*)cc(CC)c1,0.5,0.5,alternating,6.683827285
*c1cc(F)c(*)cc1F,*c1cc(*)cc(CC)c1,0.5,0.5,block,6.631167146
*c1cc(F)c(*)cc1F,*c1cc(*)cc(CC)c1,0.5,0.5,random,6.668090949
*c1cc(F)c(*)cc1F,*c1c(OC)cc(*)c2ncccc12,0.5,0.5,alternating,6.295774079
*c1cc(F)c(*)cc1F,*c1c(OC)cc(*)c2ncccc12,0.5,0.5,block,6.234312165
*c1cc(F)c(*)cc1F,*c1c(OC)cc(*)c2ncccc12,0.5,0.5,random,6.238161133
*c1cc(F)c(*)cc1F,*c1cc(F)c(C)c(*)c1N,0.5,0.5,alternating,5.869601272
*c1cc(F)c(*)cc1F,*c1cc(F)c(C)c(*)c1N,0.5,0.5,block,5.874858598
